"Building","Date","Samples","Pumping_Time","Sample_Time","Pumping_Volume","Sample_Volume","Exported_Volume","organism_1","organism_2","organism_3","organism_26"
"SWP","1996-03-17",11,1440,540,3801.3604992,1670.2947648,3839.82324,0,4,2,1
"CVP","1996-03-17",12,1440,120,4058.65827072,338.22152256,4188.89808,0,0,0,0
"SWP","1996-03-18",12,1500,690,4031.745984,1612.6983936,3737.4444,0,3,1,0
"CVP","1996-03-18",12,1440,120,4072.11441408,339.34286784,4192.59852,1,0,0,0
"SWP","1996-03-19",8,1260,630,4722.9024384,1785.4875072,5180.616,0,0,0,2
"CVP","1996-03-19",4,480,40,1385.16724224,115.43060352,1243.34784,0,0,0,0
"SWP","1996-03-20",9,1020,420,5183.673408,2188.6621056,5170.74816,1,2,0,0
"CVP","1996-03-20",0,0,0,0,0,NA,0,0,0,0
"SWP","1996-03-21",8,960,360,4492.5169536,1612.6983936,4452.8628,2,2,1,1
"CVP","1996-03-21",0,0,0,0,0,NA,0,0,0,0
"SWP","1996-03-22",8,1020,480,4722.9024384,1958.2766208,4343.08308,0,0,0,0
"CVP","1996-03-22",0,0,0,0,0,NA,0,0,0,0
"SWP","1996-03-23",12,1380,360,10597.7323008,2764.6258176,11272.77372,8,3,2,1
"CVP","1996-03-23",0,0,0,0,0,NA,0,0,0,0
"SWP","1996-03-24",12,1440,360,11058.5032704,2764.6258176,11241.93672,1,2,2,1
"CVP","1996-03-24",0,0,0,0,0,NA,0,0,0,0
"SWP","1996-03-25",11,1440,630,8524.2629376,3110.2040448,8543.08248,8,2,4,0
"CVP","1996-03-25",6,720,60,1784.57004288,148.71417024,2183.2596,0,0,0,0
"SWP","1996-03-26",14,1440,400,7947.2798208,2284.316256,8054.6244,3,3,3,0
"CVP","1996-03-26",12,1440,120,1919.74311936,159.97859328,2307.84108,0,0,0,0
"SWP","1996-03-27",5,600,140,6371.28,1484.083488,6310.48368,2,1,0,1
"CVP","1996-03-27",12,1440,120,1929.93716736,160.82809728,2491.6296,0,0,1,0
"SWP","1996-03-28",12,1440,360,10021.7685888,2419.0475904,9997.3554,7,1,2,1
"CVP","1996-03-28",12,1440,120,1946.65540608,162.22128384,2491.6296,1,0,0,0
"SWP","1996-03-29",12,1440,350,9445.8048768,2207.860896,9548.36868,9,0,3,0
"CVP","1996-03-29",12,1440,120,1926.87895296,160.57324608,2486.69568,0,0,0,0
"SWP","1996-03-30",11,1440,330,13823.129088,3167.800416,14038.23588,15,3,2,1
"CVP","1996-03-30",12,1440,120,1901.39383296,158.44948608,2490.39612,1,0,0,0
"SWP","1996-03-31",12,1500,390,14399.0928,3743.764128,14114.71164,50,3,3,2
"CVP","1996-03-31",12,1440,120,1900.98607104,158.41550592,2492.86308,2,0,0,0
"SWP","1996-04-01",12,1380,255,10212.3972864,1305.3903216,10493.21436,11,2,0,0
"CVP","1996-04-01",12,1440,120,1934.62642944,161.21886912,2496.56352,0,0,0,0
"SWP","1996-04-02",12,1500,360,6335.600832,1497.5056512,6053.91984,15,5,0,0
"CVP","1996-04-02",12,1440,120,6969.26285568,580.77190464,7860.96804,11,2,3,1
"SWP","1996-04-03",8,840,240,5529.2516352,1497.5056512,6095.85816,16,3,0,0
"CVP","1996-04-03",12,1440,120,9500.64885504,791.72073792,10636.29804,18,2,4,0
"SWP","1996-04-04",8,1140,570,5990.0226048,1958.2766208,5942.90664,6,2,0,1
"CVP","1996-04-04",12,1440,120,9441.11561472,786.75963456,10868.19228,17,1,10,0
"SWP","1996-04-05",10,1140,300,5990.0226048,1439.90928,5978.67756,10,4,1,0
"CVP","1996-04-05",12,1440,120,9281.47682304,773.45640192,10450.04256,20,1,9,0
"SWP","1996-04-06",10,1140,300,5990.0226048,1439.90928,5962.64232,1,4,0,0
"CVP","1996-04-06",12,1440,120,9363.84473088,780.32039424,10641.23196,66,3,12,0
"SWP","1996-04-07",10,1140,300,5990.0226048,1612.6983936,5877.5322,19,0,0,0
"CVP","1996-04-07",12,1440,120,9333.6703488,777.8058624,10214.44788,48,1,7,2
"SWP","1996-04-08",9,960,270,5990.0226048,1555.1020224,5997.17976,17,1,0,0
"CVP","1996-04-08",12,1440,120,9444.98935296,787.08244608,10620.2628,123,0,8,1
"SWP","1996-04-09",8,960,240,5068.4806656,1267.1201664,4598.41344,17,3,1,0
"CVP","1996-04-09",12,1440,120,9205.225344,767.102112,10598.06016,181,0,13,1
"SWP","1996-04-10",7,660,210,2419.0475904,748.7528256,4598.41344,5,1,0,0
"CVP","1996-04-10",12,1440,120,9025.60621824,752.13385152,10565.98968,185,1,4,0
"SWP","1996-04-11",9,1020,270,6796.3718016,1670.2947648,6766.87128,23,0,0,0
"CVP","1996-04-11",12,1440,120,9085.34333952,757.11194496,10593.12624,139,2,4,1
"SWP","1996-04-12",9,960,260,9019.6936704,2475.6245568,8990.83572,28,4,0,0
"CVP","1996-04-12",12,1440,120,9003.99483648,750.33290304,10588.19232,126,2,8,1
"SWP","1996-04-13",12,1380,360,13247.165376,3455.782272,13819.90992,173,7,1,0
"CVP","1996-04-13",12,1440,120,8822.03107968,736.41802752,10520.35092,111,1,7,1
"SWP","1996-04-14",12,1500,325,14399.0928,3119.80344,13826.07732,190,5,1,0
"CVP","1996-04-14",12,1440,120,8747.10482688,728.92540224,10530.21876,126,0,7,0
"SWP","1996-04-15",5,420,150,1497.5056512,518.3673408,1440.70464,14,0,0,0
"CVP","1996-04-15",12,1440,120,3647.02261248,303.91855104,4611.98172,44,0,2,0
"SWP","1996-04-16",5,720,420,1382.3129088,806.3491968,1466.60772,23,2,0,0
"CVP","1996-04-16",12,1440,120,1955.83004928,162.98583744,2466.96,21,1,3,0
"SWP","1996-04-17",4,720,450,1382.3129088,863.945568,1362.9954,4,0,0,2
"CVP","1996-04-17",12,1440,120,1963.57752576,163.63146048,2454.6252,15,0,2,0
"SWP","1996-04-18",4,720,450,1382.3129088,863.945568,1360.52844,5,0,0,0
"CVP","1996-04-18",12,1440,120,1980.49964544,165.04163712,2454.6252,15,1,0,0
"SWP","1996-04-19",4,720,450,1382.3129088,863.945568,1362.9954,4,0,0,0
"CVP","1996-04-19",12,1440,120,1951.75243008,162.64603584,2321.40936,39,1,11,0
"SWP","1996-04-20",6,900,510,1727.891136,979.1383104,1708.3698,21,3,0,0
"CVP","1996-04-20",12,1440,120,1946.45152512,162.20429376,2452.15824,40,2,1,0
"SWP","1996-04-21",6,900,510,1727.891136,979.1383104,1686.16716,27,0,0,0
"CVP","1996-04-21",12,1440,120,1942.17002496,161.84750208,2458.32564,38,1,5,0
"SWP","1996-04-22",5,780,480,1497.5056512,921.5419392,1348.19364,12,2,0,0
"CVP","1996-04-22",12,1440,120,1920.15088128,160.01257344,2154.88956,16,0,0,0
"SWP","1996-04-23",4,660,390,2303.854848,1439.90928,2230.13184,27,1,1,0
"CVP","1996-04-23",12,1440,120,1907.51026176,158.95918848,2013.03936,25,0,0,0
"SWP","1996-04-24",5,720,420,2303.854848,1439.90928,2449.69128,23,0,0,0
"CVP","1996-04-24",12,1440,120,1899.55890432,158.29657536,2054.97768,24,0,0,0
"SWP","1996-04-25",4,720,450,2419.0475904,1612.6983936,2341.14504,31,0,1,0
"CVP","1996-04-25",11,1440,110,1892.83083264,143.8210272,2095.68252,16,0,0,0
"SWP","1996-04-26",4,720,450,2303.854848,1612.6983936,1906.96008,22,0,0,0
"CVP","1996-04-26",12,1440,120,1870.81168896,155.90097408,2080.88076,21,0,0,0
"SWP","1996-04-27",6,600,180,1958.2766208,575.963712,1895.85876,7,2,0,0
"CVP","1996-04-27",12,1440,120,1899.1511424,158.2625952,2136.38736,21,0,0,0
"SWP","1996-04-28",6,600,180,1958.2766208,575.963712,1895.85876,8,1,0,0
"CVP","1996-04-28",12,1440,120,1900.78219008,158.39851584,2130.21996,18,0,0,0
"SWP","1996-04-29",4,420,120,1497.5056512,403.1745984,1454.27292,6,0,0,0
"CVP","1996-04-29",12,1440,120,1891.40366592,157.61697216,2127.753,35,0,0,0
"SWP","1996-04-30",5,540,360,1843.0838784,1267.1201664,1787.31252,18,1,0,0
"CVP","1996-04-30",12,1440,120,1906.286976,158.857248,2133.9204,35,0,0,0
"SWP","1996-05-01",4,540,450,1843.0838784,1612.6983936,1794.7134,16,0,0,0
"CVP","1996-05-01",12,1440,120,1928.30611968,160.69217664,2151.18912,42,0,0,1
"SWP","1996-05-02",2,480,450,1727.891136,1670.2947648,1772.51076,25,1,1,0
"CVP","1996-05-02",12,1440,120,1940.33509632,161.69459136,2161.05696,57,0,0,0
"SWP","1996-05-03",3,780,570,1497.5056512,1094.3310528,1453.03944,16,1,0,0
"CVP","1996-05-03",12,1440,120,1935.23807232,161.26983936,2239.99968,35,0,0,0
"SWP","1996-05-04",3,780,540,1497.5056512,1036.7346816,1456.73988,11,0,1,0
"CVP","1996-05-04",12,1440,120,1947.063168,162.255264,2215.33008,59,0,0,0
"SWP","1996-05-05",5,780,360,1497.5056512,691.1564544,1464.14076,6,0,3,0
"CVP","1996-05-05",12,1440,120,1947.063168,162.255264,2220.264,53,0,0,1
"SWP","1996-05-06",6,780,180,1497.5056512,345.5782272,1464.14076,3,1,0,0
"CVP","1996-05-06",12,1440,120,1959.49990656,163.29165888,2263.4358,70,0,0,1
"SWP","1996-05-07",4,780,450,1497.5056512,863.945568,1462.90728,13,0,0,0
"CVP","1996-05-07",12,1440,120,1950.1213824,162.5101152,2177.0922,54,0,0,3
"SWP","1996-05-08",6,780,180,1497.5056512,345.5782272,1465.37424,13,0,0,0
"CVP","1996-05-08",12,1440,120,1952.97571584,162.74797632,2136.38736,55,0,1,5
"SWP","1996-05-09",6,780,180,1497.5056512,345.5782272,1535.6826,3,1,0,0
"CVP","1996-05-09",12,1440,120,1940.53897728,161.71158144,2147.48868,43,1,0,10
"SWP","1996-05-10",6,780,180,1497.5056512,345.5782272,1529.5152,4,2,0,0
"CVP","1996-05-10",12,1440,120,1892.83083264,157.73590272,2164.7574,16,0,0,3
"SWP","1996-05-11",4,780,450,1497.5056512,863.945568,1471.54164,5,3,0,1
"CVP","1996-05-11",12,1440,120,1887.12216576,157.26018048,2169.69132,25,0,0,28
"SWP","1996-05-12",5,780,360,1497.5056512,691.1564544,1475.24208,5,1,0,4
"CVP","1996-05-12",12,1440,120,1904.04428544,158.67035712,2258.50188,22,0,0,26
"SWP","1996-05-13",8,1140,450,4031.745984,1324.7165376,3859.55892,20,0,1,54
"CVP","1996-05-13",9,1080,90,1452.85572096,121.07131008,1712.07024,37,0,0,116
"SWP","1996-05-14",6,660,210,1687.6246464,517.8576384,1779.91164,3,0,3,76
"CVP","1996-05-14",9,1080,90,1464.47693568,122.03974464,1751.5416,20,0,0,350
"SWP","1996-05-15",5,840,360,1612.6983936,691.1564544,1492.5108,3,0,0,42
"CVP","1996-05-15",12,1440,120,1940.33509632,161.69459136,2220.264,26,0,6,194
"SWP","1996-05-16",12,1380,360,5298.8661504,1382.3129088,5675.24148,12,0,1,105
"CVP","1996-05-16",12,1440,122,1974.38321664,167.47121856,2222.73096,6,0,2,63
"SWP","1996-05-17",12,1440,345,5529.2516352,1324.7165376,5662.90668,17,0,3,95
"CVP","1996-05-17",12,1440,120,2028.20779008,169.01731584,2243.70012,7,0,0,14
"SWP","1996-05-18",10,1440,600,5529.2516352,2303.854848,5665.37364,22,0,1,63
"CVP","1996-05-18",12,1440,120,2014.54776576,167.87898048,2237.53272,13,0,0,15
"SWP","1996-05-19",10,1500,630,5759.63712,2419.0475904,5646.87144,20,1,2,164
"CVP","1996-05-19",12,1440,120,2003.33431296,166.94452608,2232.5988,7,0,0,22
"SWP","1996-05-20",12,1440,360,6446.7159552,1611.6789888,6538.67748,34,1,5,160
"CVP","1996-05-20",12,1440,120,2013.93612288,167.82801024,2215.33008,8,0,1,12
"SWP","1996-05-21",12,1380,215,9706.7725056,1512.2870208,10150.30692,28,0,16,302
"CVP","1996-05-21",12,1440,120,7647.98257152,637.33188096,8118.76536,37,1,4,10
"SWP","1996-05-22",12,1440,290,10128.8060928,2039.8290048,10167.57564,65,0,8,313
"CVP","1996-05-22",11,1440,110,9410.73735168,716.43769344,10652.33328,62,0,9,9
"SWP","1996-05-23",12,1440,290,10128.8060928,2039.8290048,10161.40824,75,4,20,424
"CVP","1996-05-23",12,1440,120,9213.78834432,767.81569536,10631.36412,52,0,3,4
"SWP","1996-05-24",12,1440,125,10128.8060928,879.23664,10179.91044,52,1,57,213
"CVP","1996-05-24",12,1440,120,9243.75884544,770.31323712,10615.32888,67,0,6,1
"SWP","1996-05-25",12,1500,155,10550.83968,1090.2534336,10198.41264,70,3,26,132
"CVP","1996-05-25",12,1440,120,9085.34333952,757.11194496,10623.96324,72,0,4,1
"SWP","1996-05-26",12,1440,150,14629.4782848,1497.5056512,14514.35916,52,0,47,114
"CVP","1996-05-26",12,1440,120,9299.41834752,774.95152896,10593.12624,91,0,2,0
"SWP","1996-05-27",12,1440,115,14629.4782848,1161.5268192,14712.94944,86,1,151,206
"CVP","1996-05-27",12,1440,120,9046.80983808,753.90081984,10593.12624,60,0,0,2
"SWP","1996-05-28",12,1440,180,14629.4782848,1804.6862976,14693.21376,75,1,22,143
"CVP","1996-05-28",12,1440,122,9033.9653376,765.104078592,10574.62404,80,2,7,8
"SWP","1996-05-29",12,1380,125,13477.5508608,1238.3219808,14456.3856,68,2,122,102
"CVP","1996-05-29",12,1440,120,9025.40233728,752.11686144,10570.9236,26,2,18,9
"SWP","1996-05-30",11,1500,125,15320.6347392,1276.7195616,14595.76884,38,0,52,42
"CVP","1996-05-30",12,1440,120,8751.38632704,729.28219392,10521.5844,41,0,44,10
"SWP","1996-05-31",12,1440,120,14629.4782848,1228.7225856,14860.96704,26,0,49,31
"CVP","1996-05-31",12,1440,120,8520.1853184,710.0154432,10688.1042,35,1,57,2
"SWP","1996-06-01",11,1320,225,13477.5508608,2236.6590816,13784.139,44,0,62,60
"CVP","1996-06-01",12,1440,120,8357.48831232,696.45735936,10727.57556,37,0,32,6
"SWP","1996-06-02",12,1440,185,14664.138048,1896.942432,14478.58824,31,1,86,61
"CVP","1996-06-02",12,1440,120,8113.4428032,676.1202336,11140.79136,23,0,17,0
"SWP","1996-06-03",11,1380,185,13397.0178816,1769.0071296,13896.38568,22,0,285,66
"CVP","1996-06-03",12,1440,120,8425.99231488,702.16602624,10742.37732,32,0,30,3
"SWP","1996-06-04",12,1440,190,14088.174336,1845.8872416,14072.77332,26,1,281,115
"CVP","1996-06-04",12,1440,120,8657.19332352,721.43277696,10805.2848,19,0,46,7
"SWP","1996-06-05",12,1440,190,15312.4795008,2008.3973568,15251.9802,16,0,279,98
"CVP","1996-06-05",12,1440,120,8498.7778176,708.2314848,10841.05572,19,0,46,4
"SWP","1996-06-06",12,1440,180,15658.057728,1957.257216,15509.77752,10,0,162,114
"CVP","1996-06-06",12,1440,120,8563.00032,713.58336,10873.1262,23,0,36,3
"SWP","1996-06-07",13,1440,180,15505.147008,1912.658256,15214.9758,4,0,179,140
"CVP","1996-06-07",12,1440,120,8524.46681856,710.37223488,10969.33764,5,0,66,6
"SWP","1996-06-08",12,1500,155,16080.0913152,1656.6177504,14881.9362,9,0,225,19
"CVP","1996-06-08",11,1440,110,8336.08081152,641.51144064,11060.61516,6,0,80,1
"SWP","1996-06-09",13,1380,180,14813.9905536,1909.3027152,15251.9802,3,0,177,23
"CVP","1996-06-09",12,1440,120,8062.06480128,671.83873344,11127.22308,3,0,41,1
"SWP","1996-06-10",12,1500,190,15849.7058304,2008.3973568,15268.01544,2,0,490,74
"CVP","1996-06-10",11,1320,110,7535.4402816,627.9533568,11125.9896,8,0,75,1
"SWP","1996-06-11",5,540,50,4146.9387264,383.975808,4410.92448,1,0,330,29
"CVP","1996-06-11",11,1320,110,7608.22578432,634.01881536,10982.90592,3,0,299,3
"SWP","1996-06-12",0,0,0,0,0,NA,0,0,0,0
"CVP","1996-06-12",12,1440,120,8708.57132544,725.71427712,10916.298,24,0,360,3
"SWP","1996-06-13",8,1080,165,6216.3304704,562.7539248,7804.22796,3,0,2549,15
"CVP","1996-06-13",12,1440,120,8631.50432256,719.29202688,10533.9192,32,0,228,2
"SWP","1996-06-14",11,1440,130,15658.057728,1413.574656,15362.9934,2,0,1706,25
"CVP","1996-06-14",11,1320,110,7835.1452928,652.9287744,11274.0072,12,0,529,6
"SWP","1996-06-15",12,1440,150,14816.0293632,1509.7385088,15016.38552,0,0,662,15
"CVP","1996-06-15",12,1440,120,8079.19080192,673.26590016,10716.47424,5,1,311,2
"SWP","1996-06-16",12,1500,130,15160.5881856,1317.7506048,14585.901,4,0,2285,15
"CVP","1996-06-16",12,1440,120,8143.41330432,678.61777536,10717.70772,0,0,227,0
"SWP","1996-06-17",10,1260,60,12360.2832,588.5788464,14733.9186,3,0,2465,4
"CVP","1996-06-17",12,1440,120,8027.8128,668.9844,10815.15264,0,0,441,7
"SWP","1996-06-18",12,1560,145,16962.895872,1576.679424,15742.90524,1,0,765,11
"CVP","1996-06-18",12,1440,120,8113.4428032,676.1202336,10146.60648,1,0,262,4
"SWP","1996-06-19",12,1500,225,12399.0205824,1695.609984,11884.5798,0,0,321,0
"CVP","1996-06-19",12,1440,120,8636.80522752,719.73376896,10858.32444,0,0,261,7
"SWP","1996-06-20",12,1380,130,13279.7863296,1240.9554432,13808.8086,0,0,818,2
"CVP","1996-06-20",12,1440,120,8254.73230848,687.89435904,10755.9456,1,0,127,3
"SWP","1996-06-21",13,1440,147.5,13281.8251392,1246.1374176,13442.46504,0,0,1359,4
"CVP","1996-06-21",12,1440,120,8301.82881024,691.81906752,10664.66808,2,0,255,0
"SWP","1996-06-22",12,1500,100,13052.4590592,831.8343168,12644.40348,0,0,838,0
"CVP","1996-06-22",12,1440,120,8143.41330432,678.61777536,10796.65044,0,0,168,1
"SWP","1996-06-23",12,1440,175,12246.6195648,1395.0129936,12387.83964,3,0,266,3
"CVP","1996-06-23",12,1440,120,8284.7028096,690.3919008,10757.17908,0,0,128,0
"SWP","1996-06-24",13,1380,210,10709.8668288,1429.9700832,11092.68564,0,0,433,2
"CVP","1996-06-24",12,1440,120,8336.08081152,694.67340096,10804.05132,0,0,74,0
"SWP","1996-06-25",11,1140,95,11132.4101184,870.1894224,11287.57548,0,0,941,0
"CVP","1996-06-25",11,1320,110,7723.82628864,643.65219072,10706.6064,1,0,54,0
"SWP","1996-06-26",11,1140,150,11092.1436288,1346.6337408,11112.42132,0,0,299,0
"CVP","1996-06-26",9,1080,90,6293.8052352,524.4837696,10706.6064,0,0,43,0
"SWP","1996-06-27",10,960,120,7869.2953536,902.173248,7953.47904,0,0,223,1
"CVP","1996-06-27",12,1440,120,8597.25232128,716.43769344,10786.7826,0,0,83,0
"SWP","1996-06-28",10,960,100,9556.92,892.4889024,9659.38188,0,0,102,0
"CVP","1996-06-28",12,1440,120,8717.13432576,726.42786048,10710.30684,0,0,92,2
"SWP","1996-06-29",6,660,60,7100.154432,633.305232,7112.24568,0,0,104,0
"CVP","1996-06-29",11,1320,110,8044.93880064,670.41156672,10658.50068,0,0,154,8
"SWP","1996-06-30",6,660,50,6793.3135872,447.8585088,6827.3118,0,0,418,0
"CVP","1996-06-30",10,1200,100,7013.09726208,584.42477184,10368.63288,0,0,113,3
"SWP","1996-07-01",12,1140,145,9596.6767872,1062.1348512,9536.03388,0,0,577,0
"CVP","1996-07-01",11,1320,110,7740.95228928,645.07935744,10527.7518,0,0,89,1
"SWP","1996-07-02",11,1140,145,10786.3221888,1103.6755968,10351.36416,0,0,354,0
"CVP","1996-07-02",12,1440,120,8439.04069632,703.25339136,10693.03812,0,0,117,1
"SWP","1996-07-03",12,1440,235,13087.1188224,1893.4594656,12384.1392,0,0,436,1
"CVP","1996-07-03",12,1440,120,8421.71081472,701.80923456,10926.16584,0,0,57,0
"SWP","1996-07-04",12,1440,115,13546.8703872,1045.739424,12434.71188,1,0,952,0
"CVP","1996-07-04",12,1440,120,8545.87431936,712.15619328,10866.9588,0,0,72,2
"SWP","1996-07-05",12,1440,165,13470.4150272,1566.9950784,13132.86156,0,0,664,1
"CVP","1996-07-05",11,1320,110,7715.26328832,642.93860736,10948.36848,0,0,159,1
"SWP","1996-07-06",12,1440,200,15658.057728,2174.73024,15434.53524,0,0,742,0
"CVP","1996-07-06",12,1440,120,8181.94680576,681.82890048,10936.03368,0,0,82,0
"SWP","1996-07-07",12,1440,235,15658.057728,2555.308032,15519.64536,0,0,730,1
"CVP","1996-07-07",11,1320,110,7556.8477824,629.7373152,11039.646,0,0,134,0
"SWP","1996-07-08",12,1440,225,14275.7448192,2148.9902688,14034.53544,0,0,1490,0
"CVP","1996-07-08",10,1200,100,7073.03826432,589.41985536,10981.67244,0,0,48,0
"SWP","1996-07-09",12,1440,230,14275.7448192,2184.1597344,14019.73368,1,0,607,0
"CVP","1996-07-09",11,1320,110,7745.23378944,645.43614912,10916.298,0,0,73,0
"SWP","1996-07-10",12,1440,165,14621.3230464,1659.7609152,14428.01556,0,0,679,0
"CVP","1996-07-10",12,1440,120,8331.79931136,694.31660928,10916.298,0,0,230,1
"SWP","1996-07-11",12,1440,200,15658.057728,2174.73024,15301.3194,0,0,1018,0
"CVP","1996-07-11",12,1440,120,8704.28982528,725.35748544,10607.928,0,0,215,0
"SWP","1996-07-12",12,1440,235,15658.057728,2555.308032,15523.3458,0,0,578,0
"CVP","1996-07-12",12,1440,120,8965.46133504,747.12177792,10453.743,0,0,86,0
"SWP","1996-07-13",12,1440,200,15658.057728,2174.73024,15402.46476,0,0,193,0
"CVP","1996-07-13",12,1440,120,8866.98683136,738.91556928,10845.98964,0,0,150,0
"SWP","1996-07-14",12,1440,180,15658.057728,1957.257216,15571.45152,0,0,298,0
"CVP","1996-07-14",12,1440,120,8610.09682176,717.50806848,10982.90592,0,0,238,0
"SWP","1996-07-15",12,1440,130,15658.057728,1413.574656,14724.05076,0,0,384,0
"CVP","1996-07-15",12,1440,120,8498.7778176,708.2314848,10747.31124,0,0,146,0
"SWP","1996-07-16",12,1440,185,15658.057728,2011.625472,13813.74252,0,0,295,0
"CVP","1996-07-16",12,1440,120,8879.83133184,739.98594432,11028.54468,0,0,120,0
"SWP","1996-07-17",12,1440,245,15658.057728,2664.044544,13787.83944,0,0,591,0
"CVP","1996-07-17",12,1440,120,8580.12632064,715.01052672,11055.68124,0,0,107,0
"SWP","1996-07-18",12,1440,145,15658.057728,1576.679424,15657.79512,0,0,2002,1
"CVP","1996-07-18",12,1440,120,8635.78582272,719.64881856,11093.91912,0,0,99,0
"SWP","1996-07-19",12,1440,135,15581.602368,1455.200352,15635.59248,0,0,188,0
"CVP","1996-07-19",12,1440,120,8490.21481728,707.51790144,11002.6416,0,0,183,0
"SWP","1996-07-20",12,1440,115,15658.057728,1250.469888,15631.89204,0,0,238,0
"CVP","1996-07-20",12,1440,120,8160.53930496,680.04494208,10863.25836,0,0,83,0
"SWP","1996-07-21",12,1440,140,15658.057728,1522.311168,15657.79512,0,0,483,0
"CVP","1996-07-21",11,1440,110,8066.34630144,615.10885632,11005.10856,0,0,45,0
"SWP","1996-07-22",12,1500,135,16310.4768,1467.942912,15657.79512,0,0,168,0
"CVP","1996-07-22",12,1440,120,8261.2564992,688.4380416,10934.8002,0,0,82,0
"SWP","1996-07-23",12,1380,150,14890.4459136,1496.6561472,15828.01536,0,0,74,0
"CVP","1996-07-23",12,1440,120,8378.89581312,698.24131776,10911.36408,0,0,46,0
"SWP","1996-07-24",12,1440,220,15658.057728,2200.21536,14509.42524,0,0,52,0
"CVP","1996-07-24",12,1440,120,8652.91182336,721.07598528,10943.43456,0,0,55,0
"SWP","1996-07-25",12,1440,210,15658.057728,2091.478848,15435.76872,0,0,61,0
"CVP","1996-07-25",12,1440,120,8811.32732928,734.27727744,10985.37288,0,0,39,0
"SWP","1996-07-26",12,1440,230,15427.6722432,2270.5542912,14968.2798,0,0,78,0
"CVP","1996-07-26",12,1440,120,8819.8903296,734.9908608,10974.27156,0,0,21,0
"SWP","1996-07-27",12,1440,175,15658.057728,1902.88896,15377.79516,0,0,57,0
"CVP","1996-07-27",12,1440,120,8798.4828288,733.2069024,10891.6284,0,0,58,0
"SWP","1996-07-28",12,1440,210,15658.057728,2283.466752,15322.28856,0,0,51,0
"CVP","1996-07-28",12,1440,120,8503.26319872,708.60526656,10848.4566,0,0,68,0
"SWP","1996-07-29",12,1440,240,15658.057728,2609.676288,15332.1564,0,0,71,0
"CVP","1996-07-29",12,1440,120,8455.962816,704.663568,10775.68128,0,0,80,0
"SWP","1996-07-30",12,1440,220,15658.057728,2392.203264,15371.62776,0,0,57,0
"CVP","1996-07-30",12,1440,120,8717.13432576,726.42786048,10677.00288,0,0,74,0
"SWP","1996-07-31",12,1500,215,15698.83392,2155.8712512,15377.79516,0,0,75,0
"CVP","1996-07-31",12,1440,120,8357.48831232,696.45735936,11008.809,0,0,70,0
"SWP","1996-08-01",12,1440,175,15662.1353472,1772.065344,15544.31496,0,0,49,0
"CVP","1996-08-01",12,1440,120,8541.5928192,711.7994016,11014.9764,0,0,49,0
"SWP","1996-08-02",12,1440,205,15662.1353472,2069.5191696,15778.67616,0,0,59,0
"CVP","1996-08-02",12,1440,120,8639.86344192,719.98862016,10884.22752,0,0,52,0
"SWP","1996-08-03",12,1440,190,15662.1353472,1976.8807584,15534.44712,0,0,30,0
"CVP","1996-08-03",12,1440,120,8533.02981888,711.08581824,10868.19228,0,0,47,0
"SWP","1996-08-04",12,1440,185,15662.1353472,1835.9480448,15503.61012,0,0,28,0
"CVP","1996-08-04",12,1440,120,8256.97499904,688.08124992,10901.49624,0,0,46,0
"SWP","1996-08-05",12,1440,210,15662.1353472,2159.1418416,15488.80836,0,0,17,0
"CVP","1996-08-05",11,1440,110,8537.31131904,651.50160768,10979.20548,0,0,45,0
"SWP","1996-08-06",12,1380,205,14892.4847232,2146.1019552,15300.08592,0,0,35,0
"CVP","1996-08-06",12,1440,120,8777.075328,731.422944,10958.23632,0,0,42,0
"SWP","1996-08-07",12,1440,185,14970.9788928,1788.1634448,15434.53524,0,0,20,0
"CVP","1996-08-07",12,1440,120,8768.51232768,730.70936064,10937.26716,0,0,60,0
"SWP","1996-08-08",13,1440,190,15623.9076672,1954.6237536,15531.98016,0,0,23,0
"CVP","1996-08-08",12,1440,120,8811.32732928,734.27727744,10985.37288,0,0,51,0
"SWP","1996-08-09",13,1440,200,15662.1353472,1970.5094784,15641.75988,0,0,22,0
"CVP","1996-08-09",12,1440,120,8918.36483328,743.19706944,10998.94116,0,0,53,0
"SWP","1996-08-10",10,1080,215,11899.002528,2286.9072432,10493.21436,0,0,21,0
"CVP","1996-08-10",12,1440,120,9044.97490944,753.74790912,9705.02064,0,0,61,0
